series_id,display_name,aggregation_role,definition,unit,calorific_basis,basis_confidence,period_type,flow,product,sector,region,field,level,producer,technology,scope,geography_scope,redevance_toggle,is_total,n_obs,first_year,last_year,n_sources,families,templates,confidence,escalated
energy_balance|flow.bunkers|prod.fuel_oil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=bunkers, product=fuel_oil] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=bunkers, product=fuel_oil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2013. Aggregation role: leaf.",ktep,NA,na,annual,flow.bunkers,prod.fuel_oil,,,,,,,,,,False,4,2010,2013,4,bilan,bilan-matrix-v2010,low,False
energy_balance|flow.bunkers|prod.gasoil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=bunkers, product=gasoil] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=bunkers, product=gasoil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.bunkers,prod.gasoil,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.bunkers|prod.jet||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=bunkers, product=jet] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=bunkers, product=jet] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.bunkers,prod.jet,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.bunkers|prod.petcoke||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=bunkers, product=petcoke] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=bunkers, product=petcoke] (ktep) annual. Source families: bilan; period_type=annual; years 2014–2014. Aggregation role: leaf.",ktep,NA,na,annual,flow.bunkers,prod.petcoke,,,,,,,,,,False,1,2014,2014,1,bilan,bilan-matrix-v2010,low,False
energy_balance|flow.bunkers|prod.petroleum_products_total||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=bunkers, product=petroleum_products_total] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=bunkers, product=petroleum_products_total] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.bunkers,prod.petroleum_products_total,,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.bunkers|prod.re_total||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=bunkers, product=re_total] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=bunkers, product=re_total] (ktep) annual. Source families: bilan; period_type=annual; years 2015–2015. Aggregation role: grand_total.",ktep,NA,na,annual,flow.bunkers,prod.re_total,,,,,,,,,,True,1,2015,2015,1,bilan,bilan-matrix-v2015,normal,False
energy_balance|flow.bunkers|prod.refinery_gas||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=bunkers, product=refinery_gas] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=bunkers, product=refinery_gas] (ktep) annual. Source families: bilan; period_type=annual; years 2012–2015. Aggregation role: leaf.",ktep,NA,na,annual,flow.bunkers,prod.refinery_gas,,,,,,,,,,False,2,2012,2015,2,bilan,bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.energy_branch_consumption|prod.all_products||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=all_products] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=all_products] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.energy_branch_consumption,prod.all_products,,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.energy_branch_consumption|prod.electricity||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=electricity] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=electricity] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.energy_branch_consumption,prod.electricity,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.energy_branch_consumption|prod.fuel_oil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=fuel_oil] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=fuel_oil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.energy_branch_consumption,prod.fuel_oil,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.energy_branch_consumption|prod.gasoil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=gasoil] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=gasoil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.energy_branch_consumption,prod.gasoil,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.energy_branch_consumption|prod.lgn||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=lgn] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=lgn] (ktep) annual. Source families: bilan; period_type=annual; years 2016–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.energy_branch_consumption,prod.lgn,,,,,,,,,,False,8,2016,2024,8,bilan,bilan-matrix-v2024,low,False
energy_balance|flow.energy_branch_consumption|prod.lpg||||||NA|ktep|annual||gpl_primaire|||,"Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=lpg, scope=gpl_primaire] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=lpg, scope=gpl_primaire] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2014. Aggregation role: leaf.",ktep,NA,na,annual,flow.energy_branch_consumption,prod.lpg,,,,,,,gpl_primaire,,,False,5,2010,2014,5,bilan,bilan-matrix-v2010,low,False
energy_balance|flow.energy_branch_consumption|prod.lpg||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=lpg] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=lpg] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2010. Aggregation role: leaf.",ktep,NA,na,annual,flow.energy_branch_consumption,prod.lpg,,,,,,,,,,False,1,2010,2010,1,bilan,bilan-matrix-v2010,normal,False
energy_balance|flow.energy_branch_consumption|prod.natural_gas||||||PCS|ktep|annual||primary_broad|||,"Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=natural_gas, scope=primary_broad] basis PCS (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=natural_gas, scope=primary_broad] basis PCS (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,PCS,inferred,annual,flow.energy_branch_consumption,prod.natural_gas,,,,,,,primary_broad,,,False,11,2010,2024,11,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,True
energy_balance|flow.energy_branch_consumption|prod.petroleum_products_total||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=petroleum_products_total] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=petroleum_products_total] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.energy_branch_consumption,prod.petroleum_products_total,,,,,,,,,,True,13,2010,2024,13,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.energy_branch_consumption|prod.re_total||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=re_total] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=re_total] (ktep) annual. Source families: bilan; period_type=annual; years 2011–2015. Aggregation role: grand_total.",ktep,NA,na,annual,flow.energy_branch_consumption,prod.re_total,,,,,,,,,,True,4,2011,2015,4,bilan,bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.energy_branch_consumption|prod.refinery_gas||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=refinery_gas] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=energy_branch_consumption, product=refinery_gas] (ktep) annual. Source families: bilan; period_type=annual; years 2012–2023. Aggregation role: leaf.",ktep,NA,na,annual,flow.energy_branch_consumption,prod.refinery_gas,,,,,,,,,,False,8,2012,2023,8,bilan,bilan-matrix-v2015/bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.exchanges_transfers|prod.all_products||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=all_products] (ktep) annual",alternative_breakdown,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=all_products] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: alternative_breakdown.",ktep,NA,na,annual,flow.exchanges_transfers,prod.all_products,,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.exchanges_transfers|prod.biomass||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=biomass] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=biomass] (ktep) annual. Source families: bilan; period_type=annual; years 2013–2014. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.biomass,,,,,,,,,,False,2,2013,2014,2,bilan,bilan-matrix-v2010,low,False
energy_balance|flow.exchanges_transfers|prod.electricity||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=electricity] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=electricity] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.electricity,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.exchanges_transfers|prod.heat||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=heat] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=heat] (ktep) annual. Source families: bilan; period_type=annual; years 2011–2012. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.heat,,,,,,,,,,False,2,2011,2012,2,bilan,bilan-matrix-v2010,low,False
energy_balance|flow.exchanges_transfers|prod.hydro||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=hydro] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=hydro] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.hydro,,,,,,,,,,False,13,2010,2024,13,bilan,bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.exchanges_transfers|prod.jet||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=jet] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=jet] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2010. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.jet,,,,,,,,,,False,1,2010,2010,1,bilan,bilan-matrix-v2010,normal,False
energy_balance|flow.exchanges_transfers|prod.kerosene||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=kerosene] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=kerosene] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2010. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.kerosene,,,,,,,,,,False,1,2010,2010,1,bilan,bilan-matrix-v2010,normal,False
energy_balance|flow.exchanges_transfers|prod.lgn||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=lgn] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=lgn] (ktep) annual. Source families: bilan; period_type=annual; years 2016–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.lgn,,,,,,,,,,False,8,2016,2024,8,bilan,bilan-matrix-v2024,low,False
energy_balance|flow.exchanges_transfers|prod.lpg||||||NA|ktep|annual||gpl_primaire|||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=lpg, scope=gpl_primaire] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=lpg, scope=gpl_primaire] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2014. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.lpg,,,,,,,gpl_primaire,,,False,5,2010,2014,5,bilan,bilan-matrix-v2010,low,False
energy_balance|flow.exchanges_transfers|prod.lpg||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=lpg] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=lpg] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.lpg,,,,,,,,,,False,11,2010,2024,11,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.exchanges_transfers|prod.natural_gas||||||PCS|ktep|annual||primary_broad|||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=natural_gas, scope=primary_broad] basis PCS (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=natural_gas, scope=primary_broad] basis PCS (ktep) annual. Source families: bilan; period_type=annual; years 2011–2011. Aggregation role: leaf.",ktep,PCS,inferred,annual,flow.exchanges_transfers,prod.natural_gas,,,,,,,primary_broad,,,False,1,2011,2011,1,bilan,bilan-matrix-v2010,low,True
energy_balance|flow.exchanges_transfers|prod.other_pet_products||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=other_pet_products] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=other_pet_products] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.other_pet_products,,,,,,,,,,False,13,2010,2024,13,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.exchanges_transfers|prod.petroleum_products_total||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=petroleum_products_total] (ktep) annual",alternative_breakdown,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=petroleum_products_total] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: alternative_breakdown.",ktep,NA,na,annual,flow.exchanges_transfers,prod.petroleum_products_total,,,,,,,,,,True,13,2010,2024,13,bilan,bilan-matrix-v2015/bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.exchanges_transfers|prod.re_total||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=re_total] (ktep) annual",alternative_breakdown,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=re_total] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: alternative_breakdown.",ktep,NA,na,annual,flow.exchanges_transfers,prod.re_total,,,,,,,,,,True,10,2010,2024,10,bilan,bilan-matrix-v2015/bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.exchanges_transfers|prod.refinery_gas||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=refinery_gas] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=refinery_gas] (ktep) annual. Source families: bilan; period_type=annual; years 2011–2015. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.refinery_gas,,,,,,,,,,False,5,2011,2015,5,bilan,bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.exchanges_transfers|prod.solar_pv||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=solar_pv] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=solar_pv] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.solar_pv,,,,,,,,,,False,11,2010,2024,11,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.exchanges_transfers|prod.solar_thermal||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=solar_thermal] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=solar_thermal] (ktep) annual. Source families: bilan; period_type=annual; years 2011–2015. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.solar_thermal,,,,,,,,,,False,5,2011,2015,5,bilan,bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.exchanges_transfers|prod.wind||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=exchanges_transfers, product=wind] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=exchanges_transfers, product=wind] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.exchanges_transfers,prod.wind,,,,,,,,,,False,11,2010,2024,11,bilan,bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.export|prod.all_products||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=export, product=all_products] (ktep) annual",alternative_breakdown,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=export, product=all_products] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: alternative_breakdown.",ktep,NA,na,annual,flow.export,prod.all_products,,,,,,,,,,True,13,2010,2024,13,bilan,bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.export|prod.crude_oil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=export, product=crude_oil] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=export, product=crude_oil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.export,prod.crude_oil,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.export|prod.electricity||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=export, product=electricity] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=export, product=electricity] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.export,prod.electricity,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
